"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"01318","Rancé","01390","RANCE                                 ",82,1,"222,9658605974","673,6415362731",223,674
"01319","Relevant","01990","RELEVANT                              ",82,1,"179,0214592275","467,8969957082",179,468
"01320","Replonges","01750","REPLONGES                             ",82,1,"1447,0400372289","3624,8188516951",1447,3625
"01321","Revonnas","01250","REVONNAS                              ",82,1,"324,7149122807","867,1798245614",325,867
"01322","Reyrieux","01600","REYRIEUX                              ",82,1,"1506,9754820281","4069,2232008252",1507,4069
"01323","Reyssouze","01190","REYSSOUZE                             ",82,1,"371,6606952165","886,2678116701",372,886
"01325","Rignieux-le-Franc","01800","RIGNIEUX LE FRANC                     ",82,1,"358,6149003148","975,1101783841",359,975
"01328","Romans","01400","ROMANS                                ",82,1,184,480,184,480
"01329","Rossillon","01510","ROSSILLON                             ",82,1,"73,4666666667","150,8",73,151
"01330","Ruffieu","01260","RUFFIEU                               ",82,1,"86,2574257426","207,801980198",86,208
"01331","Saint-Alban","01450","SAINT ALBAN                              ",82,1,"68,4171779141","165,0061349693",68,165
"01332","Saint-André-de-Bâgé","01380","SAINT ANDRE DE BAGE                      ",82,1,"245,9985523639","620,8534892995",246,621
"01333","Saint-André-de-Corcy","01390","SAINT ANDRE DE CORCY                     ",82,1,1148,2872,1148,2872
"01334","Saint-André-d'Huiriat","01290","SAINT ANDRE D HUIRIAT                    ",82,1,208,528,208,528
"01335","Saint-André-le-Bouchoux","01240","SAINT ANDRE LE BOUCHOUX                  ",82,1,"123,8043478261",340,124,340
"01336","Saint-André-sur-Vieux-Jonc","01960","SAINT ANDRE SUR VIEUX JONC               ",82,1,"447,6144578313","1135,6144578313",448,1136
"01337","Saint-Bénigne","01190","SAINT BENIGNE                            ",82,1,484,1192,484,1192
"01338","Saint-Benoît","01300","SAINT BENOIT                             ",82,1,340,820,340,820
"01339","Saint-Bernard","01600","SAINT BERNARD                            ",82,1,"515,0578310576","1315,3784608549",515,1315
"01340","Saint-Bois","01300","SAINT BOIS                               ",82,1,"54,3529411765","120,3529411765",54,120
"01341","Saint-Champ","01300","SAINT CHAMP                              ",82,1,"69,2307692308",150,69,150
"01342","Sainte-Croix","01120","STE CROIX                             ",82,1,"184,127340824","532,7940074906",184,533
"01343","Saint-Cyr-sur-Menthon","01380","SAINT CYR SUR MENTHON                    ",82,1,668,1712,668,1712
"01344","Saint-Denis-lès-Bourg","01000","SAINT DENIS LES BOURG                    ",82,1,"2422,5588921436","5513,9959926421",2423,5514
"01345","Saint-Denis-en-Bugey","01500","SAINT DENIS EN BUGEY                     ",82,1,908,2168,908,2168
"01346","Saint-Didier-d'Aussiat","01340","SAINT DIDIER D AUSSIAT                   ",82,1,"340,922363847","922,9849362688",341,923
"01347","Saint-Didier-de-Formans","01600","SAINT DIDIER DE FORMANS                  ",82,1,"648,3616071429",1782,648,1782
"01348","Saint-Didier-sur-Chalaronne","01140","SAINT DIDIER SUR CHALARONNE              ",82,1,"1141,0718598162","2756,925367598",1141,2757
"01349","Saint-Éloi","01800","SAINT ELOI                               ",82,1,168,436,168,436
"01350","Saint-Étienne-du-Bois","01370","SAINT ETIENNE DU BOIS                    ",82,1,1036,2488,1036,2488
"01351","Saint-Étienne-sur-Chalaronne","01140","SAINT ETIENNE SUR CHALARONNE             ",82,1,552,1508,552,1508
"01352","Saint-Étienne-sur-Reyssouze","01190","SAINT ETIENNE SUR REYSSOUZE              ",82,1,220,544,220,544
"01353","Sainte-Euphémie","01600","STE EUPHEMIE                          ",82,1,"558,2881662419","1577,9394698642",558,1578
"01354","Saint-Genis-Pouilly","01630","SAINT GENIS POUILLY                      ",82,1,"3937,4590110877","9250,197992002",3937,9250
"01355","Saint-Genis-sur-Menthon","01380","SAINT GENIS SUR MENTHON                  ",82,1,180,444,180,444
"01356","Saint-Georges-sur-Renon","01400","SAINT GEORGES SUR RENON                  ",82,1,"69,9813084112","213,8317757009",70,214
"01357","Saint-Germain-de-Joux","01130","SAINT GERMAIN DE JOUX                    ",82,1,"189,5833333333","451,2083333333",190,451
"01358","Saint-Germain-les-Paroisses","01300","SAINT GERMAIN LES PAROISSES              ",82,1,"172,6549118388","431,637279597",173,432
"01359","Saint-Germain-sur-Renon","01240","SAINT GERMAIN SUR RENON                  ",82,1,96,236,96,236
"01360","Saint-Jean-de-Gonville","01630","SAINT JEAN DE GONVILLE                   ",82,1,616,1464,616,1464
"01361","Saint-Jean-de-Niost","01800","SAINT JEAN DE NIOST                      ",82,1,"538,7545582048","1408,9733520337",539,1409
"01362","Saint-Jean-de-Thurigneux","01390","SAINT JEAN DE THURIGNEUX                 ",82,1,"278,108322325","777,0673712021",278,777
"01363","Saint-Jean-le-Vieux","01640","SAINT JEAN LE VIEUX                      ",82,1,"709,9609375","1616,2109375",710,1616
"01364","Saint-Jean-sur-Reyssouze","01560","SAINT JEAN SUR REYSSOUZE                 ",82,1,"324,8840381992","729,9863574352",325,730
"01365","Saint-Jean-sur-Veyle","01290","SAINT JEAN SUR VEYLE                     ",82,1,"424,0001278479","1076,0003244442",424,1076
"01366","Sainte-Julie","01150","STE JULIE                             ",82,1,340,940,340,940
"01367","Saint-Julien-sur-Reyssouze","01560","SAINT JULIEN SUR REYSSOUZE               ",82,1,"315,1480959097","738,1100141044",315,738
"01368","Saint-Julien-sur-Veyle","01540","SAINT JULIEN SUR VEYLE                   ",82,1,284,732,284,732
"01369","Saint-Just","01250","SAINT JUST                               ",82,1,332,832,332,832
"01370","Saint-Laurent-sur-Saône","01750","SAINT LAURENT SUR SAONE                  ",82,1,"914,4485792096","1630,1039890259",914,1630
"01371","Saint-Marcel","01390","SAINT MARCEL                             ",82,1,420,1212,420,1212
"01372","Saint-Martin-de-Bavel","01510","SAINT MARTIN DE BAVEL                    ",82,1,"163,9737833689","398,2220453244",164,398
"01373","Saint-Martin-du-Frêne","01430","SAINT MARTIN DU FRENE                    ",82,1,"432,2751307967","1113,3123651651",432,1113
"01374","Saint-Martin-du-Mont","01160","SAINT MARTIN DU MONT                     ",82,1,"700,5253158129","1678,0945418343",701,1678
"01375","Saint-Martin-le-Châtel","01310","SAINT MARTIN LE CHATEL                   ",82,1,"318,7960199005","812,8308457711",319,813
"01376","Saint-Maurice-de-Beynost","01700","SAINT MAURICE DE BEYNOST                 ",82,1,1504,3828,1504,3828
"01378","Saint-Maurice-de-Gourdans","01800","SAINT MAURICE DE GOURDANS                ",82,1,"929,130532421","2458,992012528",929,2459
"01379","Saint-Maurice-de-Rémens","01500","SAINT MAURICE DE REMENS                  ",82,1,"269,5853314528","735,2327221439",270,735
"01380","Saint-Nizier-le-Bouchoux","01560","SAINT NIZIER LE BOUCHOUX                 ",82,1,"282,8092419103","650,8486663142",283,651
"01381","Saint-Nizier-le-Désert","01320","SAINT NIZIER LE DESERT                   ",82,1,324,884,324,884
"01382","Sainte-Olive","01330","STE OLIVE                             ",82,1,"110,8762541806","293,0301003344",111,293
"01383","Saint-Paul-de-Varax","01240","SAINT PAUL DE VARAX                      ",82,1,"574,1765293291","1429,3330623724",574,1429
"01384","Saint-Rambert-en-Bugey","01230","SAINT RAMBERT EN BUGEY                   ",82,1,"958,9849244261","2095,5681230272",959,2096
"01385","Saint-Rémy","01310","SAINT REMY                               ",82,1,"372,5010615711","949,6730360934",373,950
"01386","Saint-Sorlin-en-Bugey","01150","SAINT SORLIN EN BUGEY                    ",82,1,"450,9829122851","1054,9778840954",451,1055
"01387","Saint-Sulpice","01340","SAINT SULPICE                            ",82,1,"73,0985915493","175,4366197183",73,175
"01388","Saint-Trivier-de-Courtes","01560","SAINT TRIVIER DE COURTES                 ",82,1,492,976,492,976
"01389","Saint-Trivier-sur-Moignans","01990","SAINT TRIVIER SUR MOIGNANS               ",82,1,684,1744,684,1744
"01390","Saint-Vulbas","01150","SAINT VULBAS                             ",82,1,"331,2364226306","828,5280439414",331,829
"01391","Salavre","01270","SALAVRE                               ",82,1,132,288,132,288
"01392","Samognat","01580","SAMOGNAT                              ",82,1,"257,211225997","689,9793205318",257,690
"01393","Sandrans","01400","SANDRANS                              ",82,1,"197,3128598848","524,8522072937",197,525
"01396","Sault-Brénaz","01150","SAULT BRENAZ                          ",82,1,"455,1346153846","1025,0423076923",455,1025
"01397","Sauverny","01220","SAUVERNY                              ",82,1,"430,858778626","1075,1049618321",431,1075
"01398","Savigneux","01480","SAVIGNEUX                             ",82,1,"468,2209398186","1216,7650453421",468,1217
"01399","Ségny","01170","SEGNY                                 ",82,1,716,1776,716,1776
"01400","Seillonnaz","01470","SEILLONNAZ                            ",82,1,68,152,68,152
"01401","Sergy","01630","SERGY                                 ",82,1,"798,7658067779","2029,8533131007",799,2030
"01402","Sermoyer","01190","SERMOYER                              ",82,1,"287,99879217","659,9972320563",288,660
"01403","Serrières-de-Briord","01470","SERRIERES DE BRIORD                   ",82,1,"527,8977853492","1326,398637138",528,1326
"01404","Serrières-sur-Ain","01450","SERRIERES SUR AIN                     ",82,1,65,134,65,134
"01405","Servas","01960","SERVAS                                ",82,1,"448,0909704273","1174,1368253802",448,1174
"01406","Servignat","01560","SERVIGNAT                             ",82,1,"74,650887574","157,1597633136",75,157
"01407","Seyssel","01420","SEYSSEL                               ",82,1,"439,6386510387","965,4619715541",440,965
"01408","Simandre-sur-Suran","01250","SIMANDRE SUR SURAN                    ",82,1,"277,8616714697","669,2161383285",278,669
"01409","Songieu","01260","SONGIEU                               ",82,1,"59,5384615385","115,1076923077",60,115
"01410","Sonthonnax-la-Montagne","01580","SONTHONNAX LA MONTAGNE                ",82,1,"126,9968944099","328,8136645963",127,329
"01411","Souclin","01150","SOUCLIN                               ",82,1,120,264,120,264
"01412","Sulignat","01400","SULIGNAT                              ",82,1,212,564,212,564
"01413","Surjoux","01420","SURJOUX                               ",82,1,"36,4864864865","72,972972973",36,73
"01414","Sutrieu","01260","SUTRIEU                               ",82,1,"102,9906542056","233,0841121495",103,233
"01415","Talissieu","01510","TALISSIEU                             ",82,1,"187,31151482","403,1269558083",187,403
"01416","Tenay","01230","TENAY                                 ",82,1,"472,0130280062","1000,9931455993",472,1001
"01417","Thézillieu","01110","THEZILLIEU                            ",82,1,"147,3147312388","306,9056900807",147,307
"01418","Thil","01120","THIL                                  ",82,1,352,1016,352,1016
"01419","Thoiry","01710","THOIRY                                ",82,1,"2336,7238202988","5749,9076226787",2337,5750
"01420","Thoissey","01140","THOISSEY                              ",82,1,"708,8982063042","1392,9227913346",709,1393
"01421","Torcieu","01230","TORCIEU                               ",82,1,"312,9344262295","718,5901639344",313,719
"01422","Tossiat","01250","TOSSIAT                               ",82,1,"547,1893736731","1365,9468068727",547,1366
"01423","Toussieux","01600","TOUSSIEUX                             ",82,1,288,804,288,804
"01424","Tramoyes","01390","TRAMOYES                              ",82,1,"559,1780167264","1646,0310633214",559,1646
"01425","La Tranclière","01160","LA TRANCLIERE                         ",82,1,120,292,120,292
"01426","Treffort-Cuisiat","01370","TREFFORT CUISIAT                      ",82,1,"917,3596610616","2221,4090447233",917,2221
"01427","Trévoux","01600","TREVOUX                               ",82,1,"2737,7323446328","6547,4385593221",2738,6547
"01428","Valeins","01140","VALEINS                               ",82,1,"35,1879699248","97,7443609023",35,98
"01429","Vandeins","01660","VANDEINS                              ",82,1,"245,6154992548","647,1773472429",246,647
